0_0: AT4G39850.1
4_7185: Tiso_gene_11509
4_7186: Tiso_gene_8875
4_7187: Tiso_gene_13210
4_7188: Tiso_gene_20574
4_7189: Tiso_gene_16301
4_7190: Tiso_gene_4391
4_7191: Tiso_gene_5414
4_7192: Tiso_gene_2505
4_7193: Tiso_gene_9770
4_7194: Tiso_gene_14146
4_7195: Tiso_gene_8105
4_7196: Tiso_gene_2617
4_7197: Tiso_gene_19920
4_7198: Tiso_gene_902
4_7199: Tiso_gene_2604
4_7200: Tiso_gene_2565
4_7201: Tiso_gene_9773
4_7202: Tiso_gene_2544
4_7203: Tiso_gene_5996
4_7204: Tiso_gene_12967
4_7205: Tiso_gene_12919
4_7206: Tiso_gene_6814
4_7207: Tiso_gene_314
4_7208: Tiso_gene_2766
4_7209: Tiso_gene_313
4_7210: Tiso_gene_15516
4_7211: Tiso_gene_5373
4_7212: Tiso_gene_10623
4_7213: Tiso_gene_16840
4_7214: Tiso_gene_16913
4_7215: Tiso_gene_12677
4_7216: Tiso_gene_15895
4_7217: Tiso_gene_4690
4_7218: Tiso_gene_16642
4_7219: Tiso_gene_19541
4_7220: Tiso_gene_11716
4_7221: Tiso_gene_3979
4_7222: Tiso_gene_326
4_7223: Tiso_gene_18109
4_7224: Tiso_gene_16584
4_7225: Tiso_gene_17680
4_7226: Tiso_gene_7433
4_7227: Tiso_gene_1080
4_7228: Tiso_gene_11419
4_7229: Tiso_gene_11472
4_7230: Tiso_gene_11463
4_7231: Tiso_gene_1094
4_7232: Tiso_gene_11529
4_7233: Tiso_gene_2857
4_7234: Tiso_gene_11115
4_7235: Tiso_gene_13626
4_7236: Tiso_gene_238
4_7237: Tiso_gene_16558
4_7238: Tiso_gene_10506
4_7239: Tiso_gene_13557
4_7240: Tiso_gene_13555
4_7241: Tiso_gene_13540
4_7242: Tiso_gene_19492
4_7243: Tiso_gene_6530
4_7244: Tiso_gene_15540
4_7245: Tiso_gene_9071
4_7246: Tiso_gene_9522
4_7247: Tiso_gene_14678
4_7248: Tiso_gene_9060
4_7249: Tiso_gene_9067
4_7250: Tiso_gene_8913
4_7251: Tiso_gene_2503
4_7252: Tiso_gene_1468
4_7253: Tiso_gene_9056
4_7254: Tiso_gene_10356
4_7255: Tiso_gene_19183
4_7256: Tiso_gene_13204
4_7257: Tiso_gene_3245
4_7258: Tiso_gene_19170
4_7259: Tiso_gene_1563
4_7260: Tiso_gene_9474
4_7261: Tiso_gene_16509
4_7262: Tiso_gene_14879
4_7263: Tiso_gene_9459
4_7264: Tiso_gene_16927
4_7265: Tiso_gene_20196
4_7266: Tiso_gene_7478
4_7267: Tiso_gene_9485
4_7268: Tiso_gene_1559
4_7269: Tiso_gene_8128
4_7270: Tiso_gene_2602
4_7271: Tiso_gene_2377
4_7272: Tiso_gene_8071
4_7273: Tiso_gene_5506
4_7274: Tiso_gene_5502
4_7275: Tiso_gene_12705
4_7276: Tiso_gene_2691
4_7277: Tiso_gene_2674
4_7278: Tiso_gene_5500
4_7279: Tiso_gene_13792
4_7280: Tiso_gene_5505
4_7281: Tiso_gene_13799
4_7282: Tiso_gene_8136
4_7283: Tiso_gene_741
4_7284: Tiso_gene_13803
4_7285: Tiso_gene_2184
4_7286: Tiso_gene_11931
4_7287: Tiso_gene_13869
4_7288: Tiso_gene_18286
4_7289: Tiso_gene_3610
4_7290: Tiso_gene_9055
4_7291: Tiso_gene_2177
4_7292: Tiso_gene_2930
4_7293: Tiso_gene_12297
4_7294: Tiso_gene_10265
4_7295: Tiso_gene_2930
4_7296: Tiso_gene_2106
4_7297: Tiso_gene_6861
4_7298: Tiso_gene_14811
4_7299: Tiso_gene_20084
4_7300: Tiso_gene_20082
4_7301: Tiso_gene_13775
4_7302: Tiso_gene_10913
4_7303: Tiso_gene_8708
4_7304: Tiso_gene_19130
4_7305: Tiso_gene_18383
4_7306: Tiso_gene_13407
4_7307: Tiso_gene_19442
4_7308: Tiso_gene_16342
4_7309: Tiso_gene_19953
4_7310: Tiso_gene_14696
4_7311: Tiso_gene_14043
4_7312: Tiso_gene_10223
4_7313: Tiso_gene_15139
4_7314: Tiso_gene_15146
4_7315: Tiso_gene_15138
4_7316: Tiso_gene_14033
4_7317: Tiso_gene_14034
4_7318: Tiso_gene_3093
4_7319: Tiso_gene_269
4_7320: Tiso_gene_267
4_7321: Tiso_gene_2734
4_7322: Tiso_gene_270
4_7323: Tiso_gene_7843
4_7324: Tiso_gene_6733
4_7325: Tiso_gene_16292
4_7326: Tiso_gene_4696
4_7327: Tiso_gene_7828
4_7328: Tiso_gene_19084
4_7329: Tiso_gene_2212
4_7330: Tiso_gene_3084
4_7331: Tiso_gene_12186
4_7332: Tiso_gene_6721
4_7333: Tiso_gene_12187
4_7334: Tiso_gene_2133
4_7335: Tiso_gene_7390
4_7336: Tiso_gene_2828
4_7337: Tiso_gene_11928
4_7338: Tiso_gene_17134
4_7339: Tiso_gene_6712
4_7340: Tiso_gene_19079
4_7341: Tiso_gene_2847
4_7342: Tiso_gene_6285
4_7343: Tiso_gene_6290
4_7344: Tiso_gene_1878
4_7345: Tiso_gene_10936
4_7346: Tiso_gene_6275
4_7347: Tiso_gene_12802
4_7348: Tiso_gene_944
4_7349: Tiso_gene_10967
4_7350: Tiso_gene_10942
4_7351: Tiso_gene_19276
4_7352: Tiso_gene_12835
4_7353: Tiso_gene_19657
4_7354: Tiso_gene_10933
4_7355: Tiso_gene_10937
4_7356: Tiso_gene_3572
4_7357: Tiso_gene_12982
4_7358: Tiso_gene_8701
4_7359: Tiso_gene_16789
4_7360: Tiso_gene_8620
4_7361: Tiso_gene_16782
4_7362: Tiso_gene_2035
4_7363: Tiso_gene_15480
4_7364: Tiso_gene_6437
4_7365: Tiso_gene_5866
4_7366: Tiso_gene_13252
4_7367: Tiso_gene_638
4_7368: Tiso_gene_15720
4_7369: Tiso_gene_8991
4_7370: Tiso_gene_18883
4_7371: Tiso_gene_20373
4_7372: Tiso_gene_11619
4_7373: Tiso_gene_780
4_7374: Tiso_gene_5628
4_7375: Tiso_gene_5626
4_7376: Tiso_gene_5629
4_7377: Tiso_gene_8457
4_7378: Tiso_gene_7732
4_7379: Tiso_gene_6735
4_7380: Tiso_gene_784
4_7381: Tiso_gene_5633
4_7382: Tiso_gene_14410
4_7383: Tiso_gene_18305
4_7384: Tiso_gene_18304
4_7385: Tiso_gene_6183
4_7386: Tiso_gene_18303
4_7387: Tiso_gene_18300
4_7388: Tiso_gene_18365
4_7389: Tiso_gene_15770
4_7390: Tiso_gene_18375
4_7391: Tiso_gene_18373
4_7392: Tiso_gene_18377
4_7393: Tiso_gene_11686
4_7394: Tiso_gene_18387
4_7395: Tiso_gene_13768
4_7396: Tiso_gene_15690
4_7397: Tiso_gene_13755
4_7398: Tiso_gene_13766
4_7399: Tiso_gene_17901
4_7400: Tiso_gene_17347
4_7401: Tiso_gene_15774
4_7402: Tiso_gene_8259
4_7403: Tiso_gene_19382
4_7404: Tiso_gene_3706
4_7405: Tiso_gene_14470
4_7406: Tiso_gene_12338
4_7407: Tiso_gene_16116
4_7408: Tiso_gene_6417
4_7409: Tiso_gene_3221
4_7410: Tiso_gene_1899
4_7411: Tiso_gene_16001
4_7412: Tiso_gene_1912
4_7413: Tiso_gene_7315
4_7414: Tiso_gene_16604
4_7415: Tiso_gene_7309
4_7416: Tiso_gene_6406
4_7417: Tiso_gene_6412
4_7418: Tiso_gene_6419
4_7419: Tiso_gene_5151
4_7420: Tiso_gene_12219
4_7421: Tiso_gene_10879
4_7422: Tiso_gene_16703
4_7423: Tiso_gene_8145
4_7424: Tiso_gene_8978
4_7425: Tiso_gene_7043
4_7426: Tiso_gene_10931
4_7427: Tiso_gene_6825
4_7428: Tiso_gene_10324
4_7429: Tiso_gene_11416
4_7430: Tiso_gene_6416
4_7431: Tiso_gene_12946
4_7432: Tiso_gene_6407
4_7433: Tiso_gene_7310
4_7434: Tiso_gene_12130
4_7435: Tiso_gene_12927
4_7436: Tiso_gene_6408
4_7437: Tiso_gene_11454
4_7438: Tiso_gene_6979
4_7439: Tiso_gene_12864
4_7440: Tiso_gene_11081
4_7441: Tiso_gene_12862
4_7442: Tiso_gene_11672
4_7443: Tiso_gene_10207
4_7444: Tiso_gene_12854
4_7445: Tiso_gene_12850
4_7446: Tiso_gene_9582
4_7447: Tiso_gene_10202
4_7448: Tiso_gene_7544
4_7449: Tiso_gene_15873
4_7450: Tiso_gene_9652
4_7451: Tiso_gene_2594
4_7452: Tiso_gene_9645
4_7453: Tiso_gene_14814
4_7454: Tiso_gene_9648
4_7455: Tiso_gene_9655
4_7456: Tiso_gene_7165
4_7457: Tiso_gene_5148
4_7458: Tiso_gene_11764
4_7459: Tiso_gene_3179
4_7460: Tiso_gene_6957
4_7461: Tiso_gene_20450
4_7462: Tiso_gene_674
4_7463: Tiso_gene_5143
4_7464: Tiso_gene_5141
4_7465: Tiso_gene_20465
4_7466: Tiso_gene_5146
4_7467: Tiso_gene_7519
4_7468: Tiso_gene_9689
4_7469: Tiso_gene_7510
4_7470: Tiso_gene_7500
4_7471: Tiso_gene_14986
4_7472: Tiso_gene_7518
4_7473: Tiso_gene_14847
4_7474: Tiso_gene_7513
4_7475: Tiso_gene_12300
4_7476: Tiso_gene_12304
4_7477: Tiso_gene_19253
4_7478: Tiso_gene_12308
4_7479: Tiso_gene_14796
4_7480: Tiso_gene_3119
4_7481: Tiso_gene_3106
4_7482: Tiso_gene_19176
4_7483: Tiso_gene_19627
4_7484: Tiso_gene_4406
4_7485: Tiso_gene_15739
4_7486: Tiso_gene_19848
4_7487: Tiso_gene_10834
4_7488: Tiso_gene_7331
4_7489: Tiso_gene_2699
4_7490: Tiso_gene_12469
4_7491: Tiso_gene_14791
4_7492: Tiso_gene_4845
4_7493: Tiso_gene_14662
4_7494: Tiso_gene_7696
4_7495: Tiso_gene_19856
4_7496: Tiso_gene_3809
4_7497: Tiso_gene_3029
4_7498: Tiso_gene_1132
4_7499: Tiso_gene_19840
4_7500: Tiso_gene_14547
4_7501: Tiso_gene_9128
4_7502: Tiso_gene_15980
4_7503: Tiso_gene_3458
4_7504: Tiso_gene_9166
4_7505: Tiso_gene_8915
4_7506: Tiso_gene_7049
4_7507: Tiso_gene_15319
4_7508: Tiso_gene_7030
4_7509: Tiso_gene_7025
4_7510: Tiso_gene_8923
4_7511: Tiso_gene_297
4_7512: Tiso_gene_14114
4_7513: Tiso_gene_14137
4_7514: Tiso_gene_14138
4_7515: Tiso_gene_14098
4_7516: Tiso_gene_20579
4_7517: Tiso_gene_19454
4_7518: Tiso_gene_20576
4_7519: Tiso_gene_16833
4_7520: Tiso_gene_892
4_7521: Tiso_gene_14084
4_7522: Tiso_gene_9043
4_7523: Tiso_gene_10004
4_7524: Tiso_gene_20458
4_7525: Tiso_gene_19160
4_7526: Tiso_gene_1576
4_7527: Tiso_gene_17766
4_7528: Tiso_gene_4101
4_7529: Tiso_gene_7311
4_7530: Tiso_gene_2819
4_7531: Tiso_gene_19460
4_7532: Tiso_gene_13525
4_7533: Tiso_gene_14386
4_7534: Tiso_gene_9830
4_7535: Tiso_gene_14390
4_7536: Tiso_gene_6786
4_7537: Tiso_gene_18269
4_7538: Tiso_gene_11477
4_7539: Tiso_gene_16961
4_7540: Tiso_gene_20083
4_7541: Tiso_gene_19967
4_7542: Tiso_gene_3656
4_7543: Tiso_gene_16048
4_7544: Tiso_gene_11872
4_7545: Tiso_gene_6464
4_7546: Tiso_gene_16868
4_7547: Tiso_gene_4293
4_7548: Tiso_gene_17236
4_7549: Tiso_gene_13647
4_7550: Tiso_gene_4028
4_7551: Tiso_gene_3551
4_7552: Tiso_gene_17237
4_7553: Tiso_gene_7399
4_7554: Tiso_gene_3663
4_7555: Tiso_gene_12381
4_7556: Tiso_gene_17879
4_7557: Tiso_gene_11207
4_7558: Tiso_gene_19945
4_7559: Tiso_gene_18618
4_7560: Tiso_gene_17078
4_7561: Tiso_gene_19937
4_7562: Tiso_gene_19936
4_7563: Tiso_gene_3659
4_7564: Tiso_gene_20547
4_7565: Tiso_gene_19940
4_7566: Tiso_gene_19941
4_7567: Tiso_gene_13960
4_7568: Tiso_gene_2202
4_7569: Tiso_gene_13950
4_7570: Tiso_gene_13944
4_7571: Tiso_gene_13975
4_7572: Tiso_gene_13971
4_7573: Tiso_gene_6306
4_7574: Tiso_gene_13961
4_7575: Tiso_gene_13976
4_7576: Tiso_gene_6109
4_7577: Tiso_gene_6108
4_7578: Tiso_gene_13495
4_7579: Tiso_gene_14455
4_7580: Tiso_gene_14453
4_7581: Tiso_gene_19503
4_7582: Tiso_gene_3217
4_7583: Tiso_gene_225
4_7584: Tiso_gene_221
4_7585: Tiso_gene_229
4_7586: Tiso_gene_13639
4_7587: Tiso_gene_13640
4_7588: Tiso_gene_13982
4_7589: Tiso_gene_13616
4_7590: Tiso_gene_6069
4_7591: Tiso_gene_14459
4_7592: Tiso_gene_14456
4_7593: Tiso_gene_5780
4_7594: Tiso_gene_18822
4_7595: Tiso_gene_14833
4_7596: Tiso_gene_10314
4_7597: Tiso_gene_6083
4_7598: Tiso_gene_17866
4_7599: Tiso_gene_11095
4_7600: Tiso_gene_17881
4_7601: Tiso_gene_17883
4_7602: Tiso_gene_17884
4_7603: Tiso_gene_6080
4_7604: Tiso_gene_6350
4_7605: Tiso_gene_4399
4_7606: Tiso_gene_14203
4_7607: Tiso_gene_6251
4_7608: Tiso_gene_6112
4_7609: Tiso_gene_19374
4_7610: Tiso_gene_11098
4_7611: Tiso_gene_14204
4_7612: Tiso_gene_10881
4_7613: Tiso_gene_4830
4_7614: Tiso_gene_3842
4_7615: Tiso_gene_16208
4_7616: Tiso_gene_16209
4_7617: Tiso_gene_10142
4_7618: Tiso_gene_13909
4_7619: Tiso_gene_15287
4_7620: Tiso_gene_17532
4_7621: Tiso_gene_17536
4_7622: Tiso_gene_12602
4_7623: Tiso_gene_17542
4_7624: Tiso_gene_16205
4_7625: Tiso_gene_13554
4_7626: Tiso_gene_13376
4_7627: Tiso_gene_14025
4_7628: Tiso_gene_13357
4_7629: Tiso_gene_13362
4_7630: Tiso_gene_10585
4_7631: Tiso_gene_2142
4_7632: Tiso_gene_9536
4_7633: Tiso_gene_13369
4_7634: Tiso_gene_5014
4_7635: Tiso_gene_8685
4_7636: Tiso_gene_10482
4_7637: Tiso_gene_12359
4_7638: Tiso_gene_8727
4_7639: Tiso_gene_16468
4_7640: Tiso_gene_12516
4_7641: Tiso_gene_12517
4_7642: Tiso_gene_12522
4_7643: Tiso_gene_12527
4_7644: Tiso_gene_12530
4_7645: Tiso_gene_12528
4_7646: Tiso_gene_12533
4_7647: Tiso_gene_12532
4_7648: Tiso_gene_12535
4_7649: Tiso_gene_2879
4_7650: Tiso_gene_15888
4_7651: Tiso_gene_16076
4_7652: Tiso_gene_15992
4_7653: Tiso_gene_16104
4_7654: Tiso_gene_16084
4_7655: Tiso_gene_3679
4_7656: Tiso_gene_13121
4_7657: Tiso_gene_3684
4_7658: Tiso_gene_2148
4_7659: Tiso_gene_2140
4_7660: Tiso_gene_17140
4_7661: Tiso_gene_1156
4_7662: Tiso_gene_12351
4_7663: Tiso_gene_7523
4_7664: Tiso_gene_7528
4_7665: Tiso_gene_7532
4_7666: Tiso_gene_16330
4_7667: Tiso_gene_13116
4_7668: Tiso_gene_11952
4_7669: Tiso_gene_8494
4_7670: Tiso_gene_16306
4_7671: Tiso_gene_15814
4_7672: Tiso_gene_20259
4_7673: Tiso_gene_15811
4_7674: Tiso_gene_5679
4_7675: Tiso_gene_15807
4_7676: Tiso_gene_1315
4_7677: Tiso_gene_3005
4_7678: Tiso_gene_1466
4_7679: Tiso_gene_15100
4_7680: Tiso_gene_11982
4_7681: Tiso_gene_13614
4_7682: Tiso_gene_2285
4_7683: Tiso_gene_17372
4_7684: Tiso_gene_12857
4_7685: Tiso_gene_12661
4_7686: Tiso_gene_2353
4_7687: Tiso_gene_2360
4_7688: Tiso_gene_2351
4_7689: Tiso_gene_743
4_7690: Tiso_gene_17642
4_7691: Tiso_gene_3804
4_7692: Tiso_gene_14728
4_7693: Tiso_gene_11889
4_7694: Tiso_gene_3805
4_7695: Tiso_gene_3801
4_7696: Tiso_gene_3806
4_7697: Tiso_gene_5833
4_7698: Tiso_gene_1296
4_7699: Tiso_gene_12846
4_7700: Tiso_gene_20346
4_7701: Tiso_gene_9673
4_7702: Tiso_gene_5894
4_7703: Tiso_gene_19646
4_7704: Tiso_gene_2147
4_7705: Tiso_gene_19070
4_7706: Tiso_gene_18411
4_7707: Tiso_gene_6325
4_7708: Tiso_gene_5354
4_7709: Tiso_gene_2138
4_7710: Tiso_gene_12589
4_7711: Tiso_gene_11660
4_7712: Tiso_gene_4423
4_7713: Tiso_gene_8917
4_7714: Tiso_gene_11526
4_7715: Tiso_gene_2709
4_7716: Tiso_gene_2811
4_7717: Tiso_gene_13304
4_7718: Tiso_gene_10922
4_7719: Tiso_gene_10007
4_7720: Tiso_gene_10173
4_7721: Tiso_gene_4336
4_7722: Tiso_gene_15744
4_7723: Tiso_gene_12525
4_7724: Tiso_gene_6927
4_7725: Tiso_gene_5837
4_7726: Tiso_gene_1700
4_7727: Tiso_gene_10769
4_7728: Tiso_gene_6013
4_7729: Tiso_gene_9580
4_7730: Tiso_gene_4923
4_7731: Tiso_gene_12520
4_7732: Tiso_gene_12523
4_7733: Tiso_gene_12524
4_7734: Tiso_gene_6924
4_7735: Tiso_gene_10751
4_7736: Tiso_gene_6940
4_7737: Tiso_gene_6935
4_7738: Tiso_gene_13071
4_7739: Tiso_gene_14552
4_7740: Tiso_gene_18629
4_7741: Tiso_gene_838
4_7742: Tiso_gene_899
4_7743: Tiso_gene_15475
4_7744: Tiso_gene_18639
4_7745: Tiso_gene_2633
4_7746: Tiso_gene_9942
4_7747: Tiso_gene_16577
4_7748: Tiso_gene_12051
4_7749: Tiso_gene_17178
4_7750: Tiso_gene_6065
4_7751: Tiso_gene_6064
4_7752: Tiso_gene_6058
4_7753: Tiso_gene_6063
4_7754: Tiso_gene_18430
4_7755: Tiso_gene_4266
4_7756: Tiso_gene_5910
4_7757: Tiso_gene_6056
4_7758: Tiso_gene_8251
4_7759: Tiso_gene_6054
4_7760: Tiso_gene_3036
4_7761: Tiso_gene_15220
4_7762: Tiso_gene_2874
4_7763: Tiso_gene_15219
4_7764: Tiso_gene_15272
4_7765: Tiso_gene_13414
4_7766: Tiso_gene_8625
4_7767: Tiso_gene_1771
4_7768: Tiso_gene_1773
4_7769: Tiso_gene_10469
4_7770: Tiso_gene_17749
4_7771: Tiso_gene_10476
4_7772: Tiso_gene_3039
4_7773: Tiso_gene_10185
4_7774: Tiso_gene_20570
4_7775: Tiso_gene_7896
4_7776: Tiso_gene_16767
4_7777: Tiso_gene_16759
4_7778: Tiso_gene_9335
4_7779: Tiso_gene_16774
4_7780: Tiso_gene_9336
4_7781: Tiso_gene_16788
4_7782: Tiso_gene_16811
4_7783: Tiso_gene_1886
4_7784: Tiso_gene_16869
4_7785: Tiso_gene_12106
4_7786: Tiso_gene_19817
4_7787: Tiso_gene_1028
4_7788: Tiso_gene_164
4_7789: Tiso_gene_19816
4_7790: Tiso_gene_5335
4_7791: Tiso_gene_17410
4_7792: Tiso_gene_18989
4_7793: Tiso_gene_10932
4_7794: Tiso_gene_9256
4_7795: Tiso_gene_8139
4_7796: Tiso_gene_964
4_7797: Tiso_gene_13471
4_7798: Tiso_gene_15917
4_7799: Tiso_gene_15839
4_7800: Tiso_gene_9098
4_7801: Tiso_gene_4754
4_7802: Tiso_gene_17972
4_7803: Tiso_gene_9090
4_7804: Tiso_gene_6554
4_7805: Tiso_gene_9089
4_7806: Tiso_gene_4753
4_7807: Tiso_gene_9097
4_7808: Tiso_gene_16349
4_7809: Tiso_gene_9094
4_7810: Tiso_gene_19067
4_7811: Tiso_gene_8447
4_7812: Tiso_gene_13202
4_7813: Tiso_gene_14234
4_7814: Tiso_gene_14229
4_7815: Tiso_gene_2100
4_7816: Tiso_gene_14406
4_7817: Tiso_gene_6804
4_7818: Tiso_gene_13444
4_7819: Tiso_gene_9960
4_7820: Tiso_gene_8377
4_7821: Tiso_gene_17904
4_7822: Tiso_gene_7248
4_7823: Tiso_gene_8838
4_7824: Tiso_gene_57
4_7825: Tiso_gene_9406
4_7826: Tiso_gene_528
4_7827: Tiso_gene_7356
4_7828: Tiso_gene_4698
4_7829: Tiso_gene_12777
4_7830: Tiso_gene_15978
4_7831: Tiso_gene_11898
4_7832: Tiso_gene_19065
4_7833: Tiso_gene_11730
4_7834: Tiso_gene_464
4_7835: Tiso_gene_7357
4_7836: Tiso_gene_8454
4_7837: Tiso_gene_17094
4_7838: Tiso_gene_9115
4_7839: Tiso_gene_1287
4_7840: Tiso_gene_19543
4_7841: Tiso_gene_7641
4_7842: Tiso_gene_17313
4_7843: Tiso_gene_8232
4_7844: Tiso_gene_4646
4_7845: Tiso_gene_8230
4_7846: Tiso_gene_11187
4_7847: Tiso_gene_11442
4_7848: Tiso_gene_16156
4_7849: Tiso_gene_5451
4_7850: Tiso_gene_17441
4_7851: Tiso_gene_11186
4_7852: Tiso_gene_12267
4_7853: Tiso_gene_12000
4_7854: Tiso_gene_13215
4_7855: Tiso_gene_16724
4_7856: Tiso_gene_11407
4_7857: Tiso_gene_18429
4_7858: Tiso_gene_19106
4_7859: Tiso_gene_2720
4_7860: Tiso_gene_15921
4_7861: Tiso_gene_2629
4_7862: Tiso_gene_17801
4_7863: Tiso_gene_11546
4_7864: Tiso_gene_18039
4_7865: Tiso_gene_19610
4_7866: Tiso_gene_5469
4_7867: Tiso_gene_11524
4_7868: Tiso_gene_6917
4_7869: Tiso_gene_6916
4_7870: Tiso_gene_7095
4_7871: Tiso_gene_5361
4_7872: Tiso_gene_9284
4_7873: Tiso_gene_6906
4_7874: Tiso_gene_6903
4_7875: Tiso_gene_12631
4_7876: Tiso_gene_7286
4_7877: Tiso_gene_15705
4_7878: Tiso_gene_5538
4_7879: Tiso_gene_5800
4_7880: Tiso_gene_8611
4_7881: Tiso_gene_8608
4_7882: Tiso_gene_17378
4_7883: Tiso_gene_8618
4_7884: Tiso_gene_2597
4_7885: Tiso_gene_17210
4_7886: Tiso_gene_5432
4_7887: Tiso_gene_5433
4_7888: Tiso_gene_1251
4_7889: Tiso_gene_13895
4_7890: Tiso_gene_5418
4_7891: Tiso_gene_5423
4_7892: Tiso_gene_20463
4_7893: Tiso_gene_5431
4_7894: Tiso_gene_5408
4_7895: Tiso_gene_5415
4_7896: Tiso_gene_13523
4_7897: Tiso_gene_8224
4_7898: Tiso_gene_1485
4_7899: Tiso_gene_12763
4_7900: Tiso_gene_9116
4_7901: Tiso_gene_9109
4_7902: Tiso_gene_8425
4_7903: Tiso_gene_9104
4_7904: Tiso_gene_9101
4_7905: Tiso_gene_9096
4_7906: Tiso_gene_11504
4_7907: Tiso_gene_18918
4_7908: Tiso_gene_13328
4_7909: Tiso_gene_1484
4_7910: Tiso_gene_12634
4_7911: Tiso_gene_4490
4_7912: Tiso_gene_14896
4_7913: Tiso_gene_1803
4_7914: Tiso_gene_22
4_7915: Tiso_gene_19
4_7916: Tiso_gene_14902
4_7917: Tiso_gene_254
4_7918: Tiso_gene_4494
4_7919: Tiso_gene_10682
4_7920: Tiso_gene_5963
4_7921: Tiso_gene_2384
4_7922: Tiso_gene_5550
4_7923: Tiso_gene_6382
4_7924: Tiso_gene_4427
4_7925: Tiso_gene_5437
4_7926: Tiso_gene_5546
4_7927: Tiso_gene_10601
4_7928: Tiso_gene_760
4_7929: Tiso_gene_7677
4_7930: Tiso_gene_5374
4_7931: Tiso_gene_19089
4_7932: Tiso_gene_2030
4_7933: Tiso_gene_5559
4_7934: Tiso_gene_627
4_7935: Tiso_gene_18075
4_7936: Tiso_gene_12050
4_7937: Tiso_gene_7592
4_7938: Tiso_gene_12046
4_7939: Tiso_gene_8547
4_7940: Tiso_gene_8549
4_7941: Tiso_gene_4351
4_7942: Tiso_gene_11907
4_7943: Tiso_gene_13088
4_7944: Tiso_gene_18886
4_7945: Tiso_gene_4354
4_7946: Tiso_gene_3363
4_7947: Tiso_gene_15192
4_7948: Tiso_gene_15194
4_7949: Tiso_gene_15195
4_7950: Tiso_gene_15196
4_7951: Tiso_gene_15180
4_7952: Tiso_gene_13988
4_7953: Tiso_gene_2719
4_7954: Tiso_gene_742
4_7955: Tiso_gene_5492
4_7956: Tiso_gene_5491
4_7957: Tiso_gene_13994
4_7958: Tiso_gene_3033
4_7959: Tiso_gene_5487
4_7960: Tiso_gene_10125
4_7961: Tiso_gene_19152
4_7962: Tiso_gene_14402
4_7963: Tiso_gene_74
4_7964: Tiso_gene_5409
4_7965: Tiso_gene_10138
4_7966: Tiso_gene_15130
4_7967: Tiso_gene_9435
4_7968: Tiso_gene_16325
4_7969: Tiso_gene_17534
4_7970: Tiso_gene_17523
4_7971: Tiso_gene_15742
4_7972: Tiso_gene_17518
4_7973: Tiso_gene_17522
4_7974: Tiso_gene_16322
4_7975: Tiso_gene_17516
4_7976: Tiso_gene_10506
4_7977: Tiso_gene_7871
4_7978: Tiso_gene_12708
4_7979: Tiso_gene_19776
4_7980: Tiso_gene_11301
4_7981: Tiso_gene_18523
4_7982: Tiso_gene_8786
4_7983: Tiso_gene_10806
4_7984: Tiso_gene_16778
4_7985: Tiso_gene_6610
4_7986: Tiso_gene_6619
4_7987: Tiso_gene_6651
4_7988: Tiso_gene_1049
4_7989: Tiso_gene_6549
4_7990: Tiso_gene_3564
4_7991: Tiso_gene_6578
4_7992: Tiso_gene_6509
4_7993: Tiso_gene_6533
4_7994: Tiso_gene_16780
4_7995: Tiso_gene_18005
4_7996: Tiso_gene_6742
4_7997: Tiso_gene_16818
4_7998: Tiso_gene_17285
4_7999: Tiso_gene_12202
4_8000: Tiso_gene_12911
4_8001: Tiso_gene_12199
4_8002: Tiso_gene_6357
4_8003: Tiso_gene_11003
4_8004: Tiso_gene_6347
4_8005: Tiso_gene_6354
4_8006: Tiso_gene_6340
4_8007: Tiso_gene_6346
4_8008: Tiso_gene_1881
4_8009: Tiso_gene_20179
4_8010: Tiso_gene_16929
4_8011: Tiso_gene_3917
4_8012: Tiso_gene_15056
4_8013: Tiso_gene_2559
4_8014: Tiso_gene_16949
4_8015: Tiso_gene_3624
4_8016: Tiso_gene_3623
4_8017: Tiso_gene_16966
4_8018: Tiso_gene_19446
4_8019: Tiso_gene_8269
4_8020: Tiso_gene_5591
4_8021: Tiso_gene_3894
4_8022: Tiso_gene_6672
4_8023: Tiso_gene_5578
4_8024: Tiso_gene_15624
4_8025: Tiso_gene_5565
4_8026: Tiso_gene_3166
4_8027: Tiso_gene_9724
4_8028: Tiso_gene_15619
4_8029: Tiso_gene_768
4_8030: Tiso_gene_775
4_8031: Tiso_gene_4635
4_8032: Tiso_gene_16508
4_8033: Tiso_gene_17768
4_8034: Tiso_gene_18033
4_8035: Tiso_gene_4531
4_8036: Tiso_gene_6030
4_8037: Tiso_gene_4164
4_8038: Tiso_gene_18415
4_8039: Tiso_gene_11891
4_8040: Tiso_gene_19308
4_8041: Tiso_gene_17775
4_8042: Tiso_gene_18045
4_8043: Tiso_gene_12385
4_8044: Tiso_gene_6908
4_8045: Tiso_gene_955
4_8046: Tiso_gene_336
4_8047: Tiso_gene_794
4_8048: Tiso_gene_17335
4_8049: Tiso_gene_17776
4_8050: Tiso_gene_1571
4_8051: Tiso_gene_5677
4_8052: Tiso_gene_11592
4_8053: Tiso_gene_6394
4_8054: Tiso_gene_11033
4_8055: Tiso_gene_19519
4_8056: Tiso_gene_1337
4_8057: Tiso_gene_7484
4_8058: Tiso_gene_1566
4_8059: Tiso_gene_16598
4_8060: Tiso_gene_19312
