Orthogroup	athaliana	creinhardtii	esiliculosus	synechocystis	tisochrysis_lutea
OG0003977		Cre12.g484000.t1.2		sll0336	
OG0003978		Cre10.g446850.t1.1			Tiso_gene_9187
OG0003979		Cre06.g250950.t1.2	Ec-22_000800		
OG0003980		Cre02.g116250.t1.1	Ec-28_002970		
OG0003981		Cre17.g704550.t1.2	Ec-17_001200		
OG0003982		Cre03.g210401.t1.1			Tiso_gene_20295
OG0003983		Cre06.g274650.t1.1	Ec-00_001940		
OG0003984		Cre03.g197900.t1.1			Tiso_gene_2984
OG0003985		Cre16.g664801.t1.1	Ec-03_004440		
OG0003986		Cre07.g322550.t1.2			Tiso_gene_3611
OG0003987		Cre07.g351450.t1.1	Ec-13_001590		
OG0003988		Cre03.g191500.t1.1	Ec-02_005840		
OG0003989		Cre03.g182150.t1.2		sll1390	
OG0003990		Cre01.g048250.t1.2	Ec-17_001650		
OG0003991		Cre01.g040000.t1.2	Ec-22_002330		
OG0003992		Cre01.g033700.t1.2		sll0154	
OG0003993		Cre05.g245150.t1.1			Tiso_gene_18036
OG0003994		Cre17.g700100.t1.1			Tiso_gene_5011
OG0003995		Cre09.g401515.t1.1	Ec-02_001120		
OG0003996		Cre04.g214100.t1.2	Ec-10_002430		
OG0003997		Cre01.g051350.t1.1			Tiso_gene_19908
OG0003998		Cre06.g271050.t1.1			Tiso_gene_9396
OG0003999		Cre09.g398550.t1.2	Ec-09_003210		
OG0004000		Cre09.g388000.t1.2	Ec-04_000570		
OG0004001		Cre16.g674534.t1.1	Ec-14_004590		
OG0004002		Cre02.g091000.t1.2	Ec-05_001770		
OG0004003		Cre14.g629550.t1.2			Tiso_gene_16692
OG0004004		Cre06.g288700.t1.2			Tiso_gene_6420
OG0004005		Cre12.g506900.t1.2	Ec-06_003220		
OG0004006		Cre02.g146700.t1.2	Ec-12_000770		
OG0004007		Cre13.g589100.t1.2			Tiso_gene_12895
OG0004008		Cre01.g036750.t1.2	Ec-07_001000		
OG0004009		Cre13.g581801.t1.1			Tiso_gene_6655
OG0004010		Cre11.g475400.t1.1	Ec-01_002190		
OG0004011		Cre01.g049400.t1.2	Ec-13_000440		
OG0004012		Cre02.g095070.t1.1	Ec-16_003290		
OG0004013		Cre01.g016528.t1.1	Ec-28_001790		
OG0004014		Cre01.g050600.t1.1			Tiso_gene_209
OG0004015		Cre01.g020305.t1.1	Ec-07_002870		
OG0004016		Cre10.g464100.t1.2	Ec-15_004950		
OG0004017		Cre02.g092800.t1.2			Tiso_gene_20359
OG0004018		Cre14.g629600.t1.1			Tiso_gene_15339
OG0004019		Cre12.g546000.t1.2	Ec-08_001630		
OG0004020		Cre11.g475750.t1.1			Tiso_gene_18109
OG0004021		Cre04.g217450.t1.1			Tiso_gene_9258
OG0004022		Cre11.g482900.t1.1	Ec-09_003840		
OG0004023		Cre17.g705600.t1.2			Tiso_gene_5408
OG0004024		Cre08.g365400.t1.2		ssl3445	
OG0004025		Cre01.g005600.t1.1			Tiso_gene_14834
OG0004026		Cre02.g119900.t1.2	Ec-10_003820		
OG0004027		Cre06.g278144.t1.1	Ec-17_001640		
OG0004028		Cre06.g273600.t1.2	Ec-12_004660		
OG0004029		Cre03.g189050.t1.1			Tiso_gene_8378
OG0004030		Cre03.g176200.t1.2			Tiso_gene_10836
OG0004031		Cre02.g095068.t1.1			Tiso_gene_17053
OG0004032		Cre06.g307600.t1.2			Tiso_gene_10207
OG0004033		Cre02.g104600.t1.2			Tiso_gene_16441
OG0004034		Cre09.g390801.t1.1		sll1084	
OG0004035		Cre03.g146507.t1.1	Ec-11_004190		
OG0004036		Cre09.g398845.t1.1	Ec-12_005470		
OG0004037		Cre03.g205000.t1.1			Tiso_gene_15507
OG0004038		Cre03.g213313.t1.1			Tiso_gene_9886
OG0004039		Cre12.g509150.t1.1			Tiso_gene_11321
OG0004040		Cre09.g408300.t1.2	Ec-01_002230		
OG0004041		Cre13.g562475.t1.1	Ec-10_003970		
OG0004042		Cre13.g586250.t1.2			Tiso_gene_11263
OG0004043		Cre08.g379750.t1.2	Ec-16_004970		
OG0004044		Cre05.g233950.t1.2		slr0483	
OG0004045		Cre12.g554700.t1.2	Ec-20_002140		
OG0004046		Cre07.g355400.t1.1			Tiso_gene_14626
OG0004047		Cre06.g295200.t1.2			Tiso_gene_17077
OG0004048		Cre03.g174476.t1.2			Tiso_gene_17653
OG0004049		Cre12.g513000.t1.1			Tiso_gene_7681
OG0004050		Cre03.g196500.t1.1			Tiso_gene_14792
OG0004051		Cre09.g389550.t1.1			Tiso_gene_12043
OG0004052		Cre02.g092750.t1.1	Ec-24_002650		
OG0004053		Cre06.g283034.t1.1	Ec-11_002760		
OG0004054		Cre06.g271188.t1.2			Tiso_gene_15114
OG0004055		Cre13.g604700.t1.1	Ec-04_002700		
OG0004056		Cre07.g338200.t1.2	Ec-21_000290		
OG0004057		Cre12.g535650.t1.2	Ec-05_002660		
OG0004058		Cre06.g269450.t1.2	Ec-28_002840		
OG0004059		Cre12.g529950.t1.2	Ec-00_009620		
OG0004060		Cre17.g706800.t1.2			Tiso_gene_4471
OG0004061		Cre10.g424350.t1.1	Ec-28_000760		
OG0004062		Cre01.g024900.t1.1			Tiso_gene_15674
OG0004063		Cre13.g576800.t1.1			Tiso_gene_9393
OG0004064		Cre06.g278700.t1.1	Ec-01_011900		
OG0004065		Cre16.g680100.t1.2	Ec-27_000500		
OG0004066		Cre10.g457100.t1.2			Tiso_gene_15089
OG0004067		Cre11.g480000.t1.2	Ec-04_005330		
OG0004068		Cre03.g161050.t1.2	Ec-17_001580		
OG0004069		Cre01.g012300.t1.1			Tiso_gene_17223
OG0004070		Cre16.g677700.t1.1	Ec-25_000310		
OG0004071		Cre03.g194800.t1.2	Ec-06_004260		
OG0004072		Cre01.g013400.t1.1	Ec-19_003440		
OG0004073		Cre09.g405650.t1.2	Ec-23_001020		
OG0004074		Cre17.g706650.t1.2	Ec-10_005530		
OG0004075		Cre17.g738300.t1.2	Ec-21_003290		
OG0004076		Cre11.g467767.t1.1			Tiso_gene_18172
OG0004077		Cre12.g547100.t1.1	Ec-17_002490		
OG0004078		Cre10.g429350.t1.2			Tiso_gene_8196
OG0004079		Cre05.g248250.t1.1	Ec-24_000340		
OG0004080		Cre02.g105300.t1.1			Tiso_gene_8028
OG0004081		Cre10.g460532.t1.1	Ec-04_003800		
OG0004082		Cre08.g361850.t1.2	Ec-26_004440		
OG0004083		Cre03.g198150.t1.1			Tiso_gene_8655
OG0004084		Cre07.g328600.t1.1	Ec-11_001620		
OG0004085		Cre01.g050150.t1.1	Ec-19_000340		
OG0004086		Cre06.g256420.t1.2	Ec-12_004410		
OG0004087		Cre03.g191200.t1.2			Tiso_gene_11565
OG0004088		Cre16.g655400.t1.1	Ec-06_004410		
OG0004089		Cre09.g398067.t1.1			Tiso_gene_9733
OG0004090		Cre01.g030050.t1.2		smr0011	
OG0004091		Cre17.g724550.t1.2	Ec-18_004190		
OG0004092		Cre06.g264550.t1.2	Ec-22_002370		
OG0004093		Cre09.g401700.t1.2	Ec-03_001710		
OG0004094		Cre07.g327000.t1.2			Tiso_gene_9235
OG0004095		Cre11.g467647.t1.1	Ec-27_003960		
OG0004096		Cre09.g397350.t1.1	Ec-12_007720		
OG0004097		Cre12.g490000.t1.2	Ec-12_002490		
OG0004098		Cre16.g694201.t1.1	Ec-14_002420		
OG0004099		Cre16.g656250.t1.1	Ec-11_002990		
OG0004100		Cre07.g322900.t1.1	Ec-19_002230		
OG0004101		Cre01.g021750.t1.2			Tiso_gene_12943
OG0004102		Cre02.g095100.t1.1	Ec-16_004780		
OG0004103		Cre01.g015750.t1.2			Tiso_gene_11136
OG0004104		Cre07.g333450.t1.2			Tiso_gene_1701
OG0004105		Cre12.g557800.t1.2	Ec-10_004870		
OG0004106		Cre10.g437100.t1.1	Ec-07_001180		
OG0004107		Cre03.g182600.t1.1			Tiso_gene_8287
OG0004108		Cre11.g481900.t1.2			Tiso_gene_14786
OG0004109		Cre09.g400400.t1.1	Ec-19_004540		
OG0004110		Cre02.g118250.t1.1	Ec-07_005610		
OG0004111		Cre03.g193300.t1.2	Ec-16_002900		
OG0004112		Cre07.g338300.t1.1			Tiso_gene_7273
OG0004113		Cre01.g042150.t1.1	Ec-04_006540		
OG0004114		Cre03.g163450.t1.2			Tiso_gene_12758
OG0004115		Cre12.g513701.t1.2	Ec-12_002660		
OG0004116		Cre06.g305600.t1.2			Tiso_gene_1302
OG0004117		Cre06.g300650.t1.2			Tiso_gene_8857
OG0004118		Cre10.g462950.t1.2		ssr1398	
OG0004119		Cre02.g143000.t1.2	Ec-01_003960		
OG0004120		Cre14.g616000.t1.1	Ec-27_006450		
OG0004121		Cre10.g437950.t1.2		slr0323	
OG0004122		Cre03.g196600.t1.1			Tiso_gene_2889
OG0004123		Cre16.g653850.t1.1	Ec-12_007340		
OG0004124		Cre13.g591350.t1.1			Tiso_gene_6833
OG0004125		Cre06.g278249.t1.1		sll0938	
OG0004126		Cre09.g409500.t1.2			Tiso_gene_12853
OG0004127		Cre14.g630100.t1.2	Ec-22_002060		
OG0004128		Cre09.g416000.t1.2			Tiso_gene_18876
OG0004129		Cre02.g105450.t1.1			Tiso_gene_2879
OG0004130		Cre06.g251150.t1.2	Ec-01_000400		
OG0004131		Cre17.g715700.t1.2			Tiso_gene_15059
OG0004132		Cre01.g001657.t1.1	Ec-21_001820		
OG0004133		Cre09.g399215.t1.1	Ec-08_006610		
OG0004134		Cre10.g424600.t1.1	Ec-17_003770		
OG0004135		Cre14.g610850.t1.1			Tiso_gene_13359
OG0004136		Cre09.g394350.t1.2	Ec-07_001530		
OG0004137		Cre06.g278142.t1.1		slr0082	
OG0004138		Cre17.g719550.t1.2			Tiso_gene_4513
OG0004139		Cre13.g579800.t1.2			Tiso_gene_17057
OG0004140		Cre07.g339250.t1.2	Ec-07_005620		
OG0004141		Cre13.g602600.t1.2	Ec-01_004870		
OG0004142		Cre12.g513650.t1.2			Tiso_gene_13848
OG0004143		Cre09.g396900.t1.2			Tiso_gene_2918
OG0004144		Cre10.g433000.t1.1		slr0638	
OG0004145		Cre12.g528500.t1.2	Ec-07_006020		
OG0004146		Cre16.g687294.t1.1		ssr0330	
OG0004147		Cre10.g447300.t1.2	Ec-27_001500		
OG0004148		Cre09.g387400.t1.1	Ec-12_001530		
OG0004149		Cre07.g330050.t1.1			Tiso_gene_16729
OG0004150		Cre10.g439600.t1.1	Ec-14_005290		
OG0004151		Cre14.g617150.t1.1	Ec-20_005020		
OG0004152		Cre16.g650950.t1.1			Tiso_gene_16800
OG0004153		Cre06.g278183.t1.1			Tiso_gene_2712
OG0004154		Cre08.g377450.t1.1			Tiso_gene_15390
OG0004155		Cre17.g709250.t1.1	Ec-28_003140		
OG0004156		Cre10.g422850.t1.1	Ec-19_000370		
OG0004157		Cre06.g263550.t1.2	Ec-01_003660		
OG0004158		Cre17.g709300.t1.1			Tiso_gene_421
OG0004159		Cre14.g617500.t1.2			Tiso_gene_15533
OG0004160		Cre06.g308450.t1.2		sll0102	
OG0004161		Cre07.g325746.t1.1	Ec-16_004840		
OG0004162		Cre05.g234200.t1.2	Ec-08_005260		
OG0004163		Cre08.g380250.t1.2		ssl3364	
OG0004164		Cre03.g144967.t1.1	Ec-00_001000		
OG0004165		Cre09.g416750.t1.2	Ec-20_002230		
OG0004166		Cre06.g278198.t1.1			Tiso_gene_7401
OG0004167		Cre03.g159750.t1.2	Ec-26_006630		
OG0004168		Cre06.g282950.t1.2	Ec-11_004990		
OG0004169		Cre08.g382850.t1.2	Ec-23_004100		
OG0004170		Cre17.g729200.t1.1	Ec-14_006600		
OG0004171		Cre17.g741250.t1.1		sll1659	
OG0004172		Cre08.g363950.t1.1	Ec-00_001080		
OG0004173		Cre13.g567850.t1.2	Ec-01_001890		
OG0004174		Cre06.g295600.t1.2			Tiso_gene_11333
OG0004175		Cre06.g267500.t1.2	Ec-27_006930		
OG0004176		Cre02.g118750.t1.1			Tiso_gene_6206
OG0004177		Cre14.g616950.t1.1	Ec-01_010860		
OG0004178		Cre06.g265900.t1.2	Ec-14_000400		
OG0004179		Cre10.g447500.t1.1			Tiso_gene_9423
OG0004180		Cre09.g410000.t1.1	Ec-11_002520		
OG0004181		Cre02.g084350.t1.2	Ec-18_001880		
OG0004182		Cre06.g300200.t1.2			Tiso_gene_20129
OG0004183		Cre03.g202500.t1.2	Ec-06_004140		
OG0004184		Cre17.g714250.t1.2			Tiso_gene_6951
OG0004185		Cre03.g179550.t1.1	Ec-00_003360		
OG0004186		Cre06.g278224.t1.1		sll1805	
OG0004187		Cre16.g691500.t1.2			Tiso_gene_15933
OG0004188		Cre06.g258400.t1.2	Ec-23_003190		
OG0004189		Cre02.g143850.t1.1	Ec-04_003070		
OG0004190		Cre07.g351400.t1.2	Ec-14_002590		
OG0004191		Cre05.g244850.t1.2	Ec-06_010710		
OG0004192		Cre03.g190850.t1.2			Tiso_gene_16703
OG0004193		Cre01.g055424.t1.1	Ec-14_005380		
OG0004194		Cre09.g393765.t1.1	Ec-27_003970		
OG0004195		Cre02.g111000.t1.2			Tiso_gene_17747
OG0004196		Cre17.g697150.t1.2			Tiso_gene_9903
OG0004197		Cre04.g218650.t1.1			Tiso_gene_2524
OG0004198		Cre12.g516250.t1.2			Tiso_gene_10057
OG0004199		Cre06.g311800.t1.1			Tiso_gene_2640
OG0004200		Cre11.g482850.t1.1	Ec-02_001270		
OG0004201		Cre10.g455231.t1.2			Tiso_gene_545
OG0004202		Cre09.g394954.t1.1		slr0232	
OG0004203		Cre02.g089608.t1.2	Ec-17_004010		
OG0004204		Cre16.g686000.t1.1	Ec-19_004980		
OG0004205		Cre10.g432700.t1.1			Tiso_gene_9561
OG0004206		Cre16.g694400.t1.2		sll0751	
OG0004207		Cre07.g317650.t1.1			Tiso_gene_14921
OG0004208		Cre15.g643600.t1.2		slr0074	
OG0004209		Cre10.g446000.t1.1			Tiso_gene_821
OG0004210		Cre03.g189250.t1.2	Ec-10_005080		
OG0004211		Cre01.g025000.t1.2	Ec-12_001380		
OG0004212		Cre10.g437450.t1.2	Ec-17_004180		
OG0004213		Cre03.g148800.t1.1			Tiso_gene_14431
OG0004214		Cre07.g346450.t1.1		sll1584	
OG0004215		Cre09.g413650.t1.1			Tiso_gene_540
OG0004216		Cre01.g035150.t1.1			Tiso_gene_17664
OG0004217		Cre08.g372800.t1.1	Ec-20_000620		
OG0004218		Cre12.g514950.t1.1	Ec-02_001460		
OG0004219		Cre03.g182550.t1.1	Ec-15_002370		
OG0004220		Cre06.g268200.t1.2		slr1045	
OG0004221		Cre03.g192850.t1.2	Ec-02_002310		
OG0004222		Cre02.g109850.t1.1	Ec-19_004740		
OG0004223		Cre03.g182551.t1.2		sll0199	
OG0004224		Cre01.g036100.t1.1	Ec-18_001110		
OG0004225		Cre11.g481450.t1.2		sll1323	
OG0004226		Cre09.g388319.t1.1			Tiso_gene_10997
OG0004227		Cre03.g192550.t1.1	Ec-01_009220		
OG0004228		Cre03.g164950.t1.1	Ec-11_003090		
OG0004229		Cre03.g207050.t1.2	Ec-16_000110		
OG0004230		Cre06.g252700.t1.2	Ec-12_005780		
OG0004231		Cre04.g216902.t2.1	Ec-27_005730		
OG0004232		Cre13.g579950.t1.2	Ec-02_004860		
OG0004233		Cre17.g718350.t1.2	Ec-14_006140		
OG0004234		Cre16.g663050.t1.1			Tiso_gene_10018
OG0004235		Cre01.g005550.t1.2	Ec-14_003390		
OG0004236		Cre03.g145687.t1.1	Ec-12_008010		
OG0004237		Cre14.g627251.t1.1			Tiso_gene_4233
OG0004238		Cre06.g280300.t1.1	Ec-09_000720		
OG0004239		Cre09.g404350.t1.2	Ec-10_004340		
OG0004240		Cre06.g278176.t1.1	Ec-07_003630		
OG0004241		Cre16.g658600.t1.1	Ec-19_004790		
OG0004242		Cre03.g155800.t1.2	Ec-01_002080		
OG0004243		Cre13.g578150.t1.2	Ec-13_002280		
OG0004244		Cre02.g098200.t1.1			Tiso_gene_5130
OG0004245		Cre03.g202337.t1.1			Tiso_gene_16870
OG0004246		Cre11.g476400.t1.1		slr0231	
OG0004247		Cre10.g441950.t1.2	Ec-20_004600		
OG0004248		Cre13.g568750.t1.1			Tiso_gene_13101
OG0004249		Cre12.g542850.t1.2	Ec-20_000070		
OG0004250		Cre02.g095139.t1.1			Tiso_gene_18034
OG0004251		Cre16.g684750.t1.2	Ec-25_001470		
OG0004252		Cre01.g051550.t1.1	Ec-21_006120		
OG0004253		Cre12.g503400.t1.2	Ec-16_000410		
OG0004254		Cre03.g149300.t1.1			Tiso_gene_16827
OG0004255		Cre06.g306150.t1.1		slr7024	
OG0004256		Cre08.g385200.t1.1	Ec-11_000380		
OG0004257		Cre12.g523950.t1.2	Ec-04_004090		
OG0004258		Cre13.g576350.t1.2			Tiso_gene_11576
OG0004259		Cre14.g616600.t1.2			Tiso_gene_182
OG0004260		Cre03.g151250.t1.1	Ec-25_001920		
OG0004261		Cre02.g078600.t1.2			Tiso_gene_13655
OG0004262		Cre17.g724000.t1.1			Tiso_gene_18878
OG0004263		Cre02.g112000.t1.1			Tiso_gene_1764
OG0004264		Cre01.g034600.t1.2	Ec-25_001230		
OG0004265		Cre06.g278222.t1.1	Ec-01_000580		
OG0004266		Cre03.g165650.t1.1	Ec-21_005600		
OG0004267		Cre10.g454150.t1.2		sll1900	
OG0004268		Cre17.g726300.t1.1		slr0628	
OG0004269		Cre03.g168050.t1.2			Tiso_gene_19554
OG0004270		Cre02.g094050.t1.1	Ec-24_001840		
OG0004271		Cre03.g206000.t1.2	Ec-07_001690		
OG0004272		Cre14.g632050.t1.2	Ec-21_003510		
OG0004273		Cre14.g633500.t1.1	Ec-24_000160		
OG0004274		Cre04.g212401.t1.2	Ec-14_005080		
OG0004275		Cre06.g305200.t1.1	Ec-20_000610		
OG0004276		Cre07.g321350.t1.2	Ec-13_002540		
OG0004277		Cre05.g238332.t1.1		slr0737	
OG0004278		Cre03.g207700.t1.1	Ec-10_003020		
OG0004279		Cre17.g733174.t1.1		ssl0090	
OG0004280		Cre16.g675973.t1.1			Tiso_gene_13607
OG0004281		Cre12.g535550.t1.1	Ec-01_004630		
OG0004282		Cre13.g567750.t1.2	Ec-27_000510		
OG0004283		Cre02.g094801.t1.1, Cre13.g564151.t1.1			
OG0004284		Cre06.g278242.t1.1	Ec-11_001950		
OG0004285		Cre11.g467616.t1.1	Ec-27_004420		
OG0004286		Cre09.g400950.t1.2			Tiso_gene_11801
OG0004287		Cre12.g521250.t1.2	Ec-19_001900		
OG0004288		Cre02.g144500.t1.1			Tiso_gene_9058
OG0004289		Cre08.g369800.t1.2	Ec-27_002000		
OG0004290		Cre12.g541850.t1.2			Tiso_gene_13909
OG0004291		Cre06.g311900.t1.2	Ec-06_002390		
OG0004292		Cre02.g143050.t1.2	Ec-04_003430		
OG0004293		Cre07.g315900.t1.2			Tiso_gene_1864
OG0004294		Cre06.g260250.t1.2		slr1596	
OG0004295		Cre01.g039850.t1.1	Ec-04_002610		
OG0004296		Cre09.g400550.t1.2			Tiso_gene_9606
OG0004297		Cre04.g217967.t1.1			Tiso_gene_15219
OG0004298		Cre16.g692650.t1.2			Tiso_gene_789
OG0004299		Cre09.g395325.t1.1	Ec-21_006470		
OG0004300		Cre10.g457150.t1.2			Tiso_gene_3321
OG0004301		Cre02.g081550.t1.2	Ec-02_005300		
OG0004302		Cre12.g486300.t1.2		slr1655	
OG0004303		Cre07.g312100.t1.1	Ec-00_001420		
OG0004304		Cre12.g510450.t1.2	Ec-12_002450		
OG0004305		Cre07.g354200.t1.2	Ec-12_003750		
OG0004306		Cre12.g540051.t1.1	Ec-11_001450		
OG0004307		Cre07.g331250.t1.1	Ec-01_002020		
OG0004308		Cre02.g096050.t1.1		sll2014	
OG0004309		Cre08.g370650.t1.2			Tiso_gene_5901
OG0004310		Cre12.g523550.t1.1	Ec-12_004840		
OG0004311		Cre09.g399141.t1.1	Ec-12_006860		
OG0004312		Cre11.g468500.t1.1	Ec-00_000940		
OG0004313		Cre05.g241300.t1.2	Ec-07_007380		
OG0004314		Cre10.g430400.t1.2	Ec-25_002580		
OG0004315		Cre16.g692116.t1.1	Ec-19_000930		
OG0004316		Cre13.g571750.t1.2	Ec-11_001880		
OG0004317		Cre16.g670800.t1.2	Ec-16_003390		
OG0004318		Cre16.g659950.t1.1		sll1812	
OG0004319		Cre13.g578800.t1.2	Ec-07_001010		
OG0004320		Cre05.g237600.t1.1	Ec-02_001390		
OG0004321		Cre08.g370300.t1.2	Ec-14_000920		
OG0004322		Cre05.g244900.t1.1	Ec-07_002930		
OG0004323		Cre12.g561200.t1.1	Ec-28_000320		
OG0004324		Cre06.g284450.t1.2	Ec-07_006400		
OG0004325		Cre10.g434250.t1.2	Ec-16_002190		
OG0004326		Cre13.g584901.t1.1	Ec-03_001050		
OG0004327		Cre02.g116300.t1.2	Ec-00_006540		
OG0004328		Cre01.g050350.t1.1	Ec-10_005950		
OG0004329		Cre11.g479650.t1.2			Tiso_gene_4585
OG0004330		Cre36.g759647.t1.1		slr0953	
OG0004331		Cre16.g680230.t1.1	Ec-08_002350		
OG0004332		Cre08.g374800.t1.2	Ec-10_002140		
OG0004333		Cre02.g090350.t1.1			Tiso_gene_4993
OG0004334		Cre12.g551000.t1.2			Tiso_gene_9473
OG0004335		Cre09.g408950.t1.1	Ec-05_004290		
OG0004336		Cre06.g292000.t1.1	Ec-14_006940		
OG0004337		Cre17.g741850.t1.2	Ec-05_003130		
OG0004338		Cre01.g019900.t1.2			Tiso_gene_11892
OG0004339		Cre01.g049600.t1.2		sll1321	
OG0004340		Cre03.g160050.t1.2	Ec-20_001040		
OG0004341		Cre12.g499650.t1.2	Ec-10_000180		
OG0004342		Cre08.g376450.t1.2		sll0609	
OG0004343		Cre02.g144800.t1.1	Ec-14_006230		
OG0004344		Cre07.g352800.t1.2			Tiso_gene_16526
OG0004345		Cre12.g537750.t1.2			Tiso_gene_11247
OG0004346		Cre16.g674700.t1.2	Ec-01_002450		
OG0004347		Cre03.g159851.t1.1			Tiso_gene_3179
OG0004348		Cre01.g055050.t1.2	Ec-04_005430		
OG0004349		Cre11.g477850.t1.1	Ec-10_002610		
OG0004350		Cre13.g606000.t1.2	Ec-21_002560		
OG0004351		Cre14.g610950.t1.2	Ec-21_006230		
OG0004352		Cre03.g209281.t1.1	Ec-12_006960		
OG0004353		Cre02.g106000.t1.1	Ec-05_002770		
OG0004354		Cre16.g661150.t1.1	Ec-04_005770		
OG0004355		Cre03.g197600.t1.1	Ec-28_002020		
OG0004356		Cre09.g386732.t1.1			Tiso_gene_10456
OG0004357		Cre11.g467596.t1.1			Tiso_gene_1962
OG0004358		Cre14.g618050.t1.2	Ec-02_006360		
OG0004359		Cre16.g668100.t1.2			Tiso_gene_11374
OG0004360		Cre09.g402775.t1.1	Ec-17_002570		
OG0004361		Cre17.g735200.t1.2			Tiso_gene_2498
OG0004362		Cre02.g146550.t1.1		slr0651	
OG0004363		Cre09.g397150.t1.1	Ec-02_000320		
OG0004364		Cre09.g401950.t1.1			Tiso_gene_9300
OG0004365		Cre10.g429050.t1.1	Ec-22_003630		
OG0004366		Cre10.g432650.t1.1	Ec-14_005450		
OG0004367		Cre03.g164150.t1.1		sll1623	
OG0004368		Cre13.g602300.t1.2			Tiso_gene_18536
OG0004369		Cre01.g025450.t1.2	Ec-10_005840		
OG0004370		Cre11.g483200.t1.2			Tiso_gene_20084
OG0004371		Cre17.g718185.t1.2			Tiso_gene_8608
OG0004372		Cre01.g011200.t1.2	Ec-16_002140		
OG0004373		Cre16.g653601.t1.1	Ec-28_000260		
OG0004374		Cre16.g688302.t1.1		sll1142	
OG0004375		Cre06.g281150.t1.2			Tiso_gene_12111
OG0004376		Cre03.g194300.t1.2	Ec-11_003830		
OG0004377		Cre10.g458050.t1.2	Ec-20_001390		
OG0004378		Cre17.g740510.t1.1	Ec-03_001570		
OG0004379		Cre02.g092700.t1.2			Tiso_gene_12159
OG0004380		Cre17.g700200.t1.2			Tiso_gene_19014
OG0004381		Cre09.g407450.t1.2		slr0975	
OG0004382		Cre09.g399589.t1.1	Ec-20_003890		
OG0004383		Cre07.g334851.t1.1	Ec-03_002860		
OG0004384		Cre03.g194450.t1.1			Tiso_gene_4704
OG0004385		Cre16.g662902.t1.1	Ec-13_000510		
OG0004386		Cre10.g428664.t1.1	Ec-18_000070		
OG0004387		Cre06.g278109.t1.1	Ec-12_003200		
OG0004388		Cre01.g034950.t1.2	Ec-27_001730		
OG0004389		Cre11.g479700.t1.2	Ec-13_002090		
OG0004390		Cre10.g425800.t1.2	Ec-06_005460		
OG0004391		Cre07.g325735.t1.1	Ec-01_012070		
OG0004392		Cre01.g048750.t1.2	Ec-20_003460		
OG0004393		Cre01.g021200.t1.2			Tiso_gene_20237
OG0004394		Cre13.g571251.t1.1	Ec-23_002180		
OG0004395		Cre06.g251300.t1.2	Ec-14_003260		
OG0004396		Cre03.g145567.t1.1	Ec-06_009610		
OG0004397		Cre03.g189200.t1.2	Ec-01_009710		
OG0004398		Cre05.g234500.t1.1	Ec-11_005630		
OG0004399		Cre07.g345400.t1.2			Tiso_gene_4474
OG0004400		Cre12.g514450.t1.2	Ec-01_005620		
OG0004401		Cre03.g185300.t1.2			Tiso_gene_11795
OG0004402		Cre15.g638101.t1.1			Tiso_gene_12570
OG0004403		Cre08.g358539.t1.1			Tiso_gene_8065
OG0004404		Cre03.g144867.t1.1	Ec-24_001430		
OG0004405		Cre09.g391949.t1.1	Ec-21_006170		
OG0004406		Cre03.g163350.t1.2			Tiso_gene_16426
OG0004407		Cre12.g507950.t1.1		sll0355	
OG0004408		Cre17.g709950.t1.2	Ec-18_003180		
OG0004409		Cre04.g219300.t1.2			Tiso_gene_1391
OG0004410		Cre09.g406800.t1.1	Ec-12_000620		
OG0004411		Cre01.g018450.t1.1			Tiso_gene_15422
OG0004412		Cre06.g286850.t1.1	Ec-11_005280		
OG0004413		Cre06.g299750.t1.2	Ec-16_001310		
OG0004414		Cre11.g467766.t1.1	Ec-01_000760		
OG0004415		Cre16.g679200.t1.1	Ec-05_005940		
OG0004416		Cre03.g199300.t1.2			Tiso_gene_20263
OG0004417		Cre17.g732650.t1.2	Ec-11_004130		
OG0004418		Cre03.g188450.t1.2			Tiso_gene_4489
OG0004419		Cre06.g260050.t1.2			Tiso_gene_19311
OG0004420		Cre12.g513500.t1.2	Ec-21_002830		
OG0004421		Cre01.g023300.t1.2			Tiso_gene_4661
OG0004422		Cre12.g518200.t1.1	Ec-14_000800		
OG0004423		Cre07.g342750.t1.1	Ec-26_003770		
OG0004424		Cre17.g731850.t1.2	Ec-16_003950		
OG0004425		Cre06.g267750.t1.2			Tiso_gene_11173
OG0004426		Cre13.g605150.t1.2	Ec-01_007760		
OG0004427		Cre08.g376500.t1.2			Tiso_gene_14609
OG0004428		Cre16.g683200.t1.2			Tiso_gene_154
OG0004429		Cre01.g051900.t1.2	Ec-18_002810		
OG0004430		Cre03.g195450.t1.1			Tiso_gene_18077
OG0004431		Cre12.g524700.t1.2	Ec-13_001350		
OG0004432		Cre10.g432500.t1.2	Ec-14_002720		
OG0004433		Cre13.g607000.t1.2	Ec-06_008940		
OG0004434		Cre07.g342100.t1.2	Ec-10_006380		
OG0004435		Cre10.g423500.t1.2	Ec-04_005790		
OG0004436		Cre09.g400100.t1.1	Ec-08_005600		
OG0004437		Cre12.g548300.t1.2	Ec-04_004030		
OG0004438		Cre02.g118500.t1.1	Ec-00_006040		
OG0004439		Cre12.g494500.t1.2			Tiso_gene_1336
OG0004440		Cre11.g482626.t1.2	Ec-27_004430		
OG0004441		Cre16.g665600.t1.2	Ec-10_002680		
